jL,cL,emL,pL,dsL
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Wind Run,Ground Survey
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Climate Coefficient (kt),USGS Stream Gages
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Climate Coefficient (kt),UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Climate Coefficient (kt),PRISM
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Climate Coefficient (kt),National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Climate Coefficient (kt),Satellite and Aerial Photos
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Climate Coefficient (kt),US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Climate Coefficient (kt),Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Climate Coefficient (kt),MesoWest Stations
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Climate Coefficient (kt),Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Climate Coefficient (kt),Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Climate Coefficient (kt),Ground Survey
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Crop Growth State Coefficient (Kc),USGS Stream Gages
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Crop Growth State Coefficient (Kc),UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Crop Growth State Coefficient (Kc),PRISM
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Crop Growth State Coefficient (Kc),National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Crop Growth State Coefficient (Kc),Satellite and Aerial Photos
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Crop Growth State Coefficient (Kc),US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Crop Growth State Coefficient (Kc),Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Crop Growth State Coefficient (Kc),MesoWest Stations
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Crop Growth State Coefficient (Kc),Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Crop Growth State Coefficient (Kc),Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Crop Growth State Coefficient (Kc),Ground Survey
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Mean Monthly Air Temperatures (T),USGS Stream Gages
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Mean Monthly Air Temperatures (T),UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Mean Monthly Air Temperatures (T),PRISM
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Mean Monthly Air Temperatures (T),National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Mean Monthly Air Temperatures (T),Satellite and Aerial Photos
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Mean Monthly Air Temperatures (T),US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Mean Monthly Air Temperatures (T),Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Mean Monthly Air Temperatures (T),MesoWest Stations
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Mean Monthly Air Temperatures (T),Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Mean Monthly Air Temperatures (T),Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Mean Monthly Air Temperatures (T),Ground Survey
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Monthly Percentage of Annual Daylight Hours (P),USGS Stream Gages
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Monthly Percentage of Annual Daylight Hours (P),UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Monthly Percentage of Annual Daylight Hours (P),PRISM
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Monthly Percentage of Annual Daylight Hours (P),National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Monthly Percentage of Annual Daylight Hours (P),Satellite and Aerial Photos
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Monthly Percentage of Annual Daylight Hours (P),US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Monthly Percentage of Annual Daylight Hours (P),Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Monthly Percentage of Annual Daylight Hours (P),MesoWest Stations
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Monthly Percentage of Annual Daylight Hours (P),Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Monthly Percentage of Annual Daylight Hours (P),Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Monthly Percentage of Annual Daylight Hours (P),Ground Survey
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Crop Type,USGS Stream Gages
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Crop Type,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Crop Type,PRISM
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Crop Type,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Crop Type,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Crop Type,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Crop Type,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Crop Type,MesoWest Stations
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Crop Type,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Crop Type,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Crop Type,Ground Survey
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Effective Precipitation,USGS Stream Gages
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Effective Precipitation,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Effective Precipitation,PRISM
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Effective Precipitation,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Effective Precipitation,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Effective Precipitation,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Effective Precipitation,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Effective Precipitation,MesoWest Stations
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Effective Precipitation,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Effective Precipitation,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Effective Precipitation,Ground Survey
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Irrigated Acreage,USGS Stream Gages
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Irrigated Acreage,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Irrigated Acreage,PRISM
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Irrigated Acreage,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Irrigated Acreage,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Irrigated Acreage,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Irrigated Acreage,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Irrigated Acreage,MesoWest Stations
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Irrigated Acreage,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Irrigated Acreage,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Irrigated Acreage,Ground Survey
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Water Supply,USGS Stream Gages
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Water Supply,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Water Supply,PRISM
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Water Supply,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Water Supply,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Water Supply,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Water Supply,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Water Supply,MesoWest Stations
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Water Supply,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Water Supply,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Water Supply,Ground Survey
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Agricultural Potential Consumptive Use-UT,USGS Stream Gages
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Agricultural Potential Consumptive Use-UT,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Agricultural Potential Consumptive Use-UT,PRISM
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Agricultural Potential Consumptive Use-UT,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Agricultural Potential Consumptive Use-UT,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Agricultural Potential Consumptive Use-UT,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Agricultural Potential Consumptive Use-UT,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Agricultural Potential Consumptive Use-UT,MesoWest Stations
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Agricultural Potential Consumptive Use-UT,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Agricultural Potential Consumptive Use-UT,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,Energy Balance Remote Sensing,Agricultural Potential Consumptive Use-UT,Ground Survey
UT,Agricultural Depletions-UT,METRIC,Irrigation Method,USGS Stream Gages
UT,Agricultural Depletions-UT,METRIC,Irrigation Method,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,METRIC,Irrigation Method,PRISM
UT,Agricultural Depletions-UT,METRIC,Irrigation Method,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,METRIC,Irrigation Method,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,METRIC,Irrigation Method,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,METRIC,Irrigation Method,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,METRIC,Irrigation Method,MesoWest Stations
UT,Agricultural Depletions-UT,METRIC,Irrigation Method,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,METRIC,Irrigation Method,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,METRIC,Irrigation Method,Ground Survey
UT,Agricultural Depletions-UT,METRIC,Crop Irrigation Requirement,USGS Stream Gages
UT,Agricultural Depletions-UT,METRIC,Crop Irrigation Requirement,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,METRIC,Crop Irrigation Requirement,PRISM
UT,Agricultural Depletions-UT,METRIC,Crop Irrigation Requirement,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,METRIC,Crop Irrigation Requirement,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,METRIC,Crop Irrigation Requirement,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,METRIC,Crop Irrigation Requirement,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,METRIC,Crop Irrigation Requirement,MesoWest Stations
UT,Agricultural Depletions-UT,METRIC,Crop Irrigation Requirement,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,METRIC,Crop Irrigation Requirement,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,METRIC,Crop Irrigation Requirement,Ground Survey
UT,Agricultural Depletions-UT,METRIC,Solar Radiation,USGS Stream Gages
UT,Agricultural Depletions-UT,METRIC,Solar Radiation,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,METRIC,Solar Radiation,PRISM
UT,Agricultural Depletions-UT,METRIC,Solar Radiation,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,METRIC,Solar Radiation,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,METRIC,Solar Radiation,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,METRIC,Solar Radiation,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,METRIC,Solar Radiation,MesoWest Stations
UT,Agricultural Depletions-UT,METRIC,Solar Radiation,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,METRIC,Solar Radiation,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,METRIC,Solar Radiation,Ground Survey
UT,Agricultural Depletions-UT,METRIC,Temperature,USGS Stream Gages
UT,Agricultural Depletions-UT,METRIC,Temperature,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,METRIC,Temperature,PRISM
UT,Agricultural Depletions-UT,METRIC,Temperature,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,METRIC,Temperature,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,METRIC,Temperature,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,METRIC,Temperature,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,METRIC,Temperature,MesoWest Stations
UT,Agricultural Depletions-UT,METRIC,Temperature,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,METRIC,Temperature,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,METRIC,Temperature,Ground Survey
UT,Agricultural Depletions-UT,METRIC,Vapor Pressure,USGS Stream Gages
UT,Agricultural Depletions-UT,METRIC,Vapor Pressure,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,METRIC,Vapor Pressure,PRISM
UT,Agricultural Depletions-UT,METRIC,Vapor Pressure,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,METRIC,Vapor Pressure,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,METRIC,Vapor Pressure,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,METRIC,Vapor Pressure,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,METRIC,Vapor Pressure,MesoWest Stations
UT,Agricultural Depletions-UT,METRIC,Vapor Pressure,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,METRIC,Vapor Pressure,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,METRIC,Vapor Pressure,Ground Survey
UT,Agricultural Depletions-UT,METRIC,Wind Run,USGS Stream Gages
UT,Agricultural Depletions-UT,METRIC,Wind Run,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,METRIC,Wind Run,PRISM
UT,Agricultural Depletions-UT,METRIC,Wind Run,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,METRIC,Wind Run,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,METRIC,Wind Run,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,METRIC,Wind Run,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,METRIC,Wind Run,MesoWest Stations
UT,Agricultural Depletions-UT,METRIC,Wind Run,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,METRIC,Wind Run,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,METRIC,Wind Run,Ground Survey
UT,Agricultural Depletions-UT,METRIC,Climate Coefficient (kt),USGS Stream Gages
UT,Agricultural Depletions-UT,METRIC,Climate Coefficient (kt),UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,METRIC,Climate Coefficient (kt),PRISM
UT,Agricultural Depletions-UT,METRIC,Climate Coefficient (kt),National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,METRIC,Climate Coefficient (kt),Satellite and Aerial Photos
UT,Agricultural Depletions-UT,METRIC,Climate Coefficient (kt),US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,METRIC,Climate Coefficient (kt),Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,METRIC,Climate Coefficient (kt),MesoWest Stations
UT,Agricultural Depletions-UT,METRIC,Climate Coefficient (kt),Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,METRIC,Climate Coefficient (kt),Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,METRIC,Climate Coefficient (kt),Ground Survey
UT,Agricultural Depletions-UT,METRIC,Crop Growth State Coefficient (Kc),USGS Stream Gages
UT,Agricultural Depletions-UT,METRIC,Crop Growth State Coefficient (Kc),UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,METRIC,Crop Growth State Coefficient (Kc),PRISM
UT,Agricultural Depletions-UT,METRIC,Crop Growth State Coefficient (Kc),National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,METRIC,Crop Growth State Coefficient (Kc),Satellite and Aerial Photos
UT,Agricultural Depletions-UT,METRIC,Crop Growth State Coefficient (Kc),US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,METRIC,Crop Growth State Coefficient (Kc),Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,METRIC,Crop Growth State Coefficient (Kc),MesoWest Stations
UT,Agricultural Depletions-UT,METRIC,Crop Growth State Coefficient (Kc),Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,METRIC,Crop Growth State Coefficient (Kc),Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,METRIC,Crop Growth State Coefficient (Kc),Ground Survey
UT,Agricultural Depletions-UT,METRIC,Mean Monthly Air Temperatures (T),USGS Stream Gages
UT,Agricultural Depletions-UT,METRIC,Mean Monthly Air Temperatures (T),UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,METRIC,Mean Monthly Air Temperatures (T),PRISM
UT,Agricultural Depletions-UT,METRIC,Mean Monthly Air Temperatures (T),National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,METRIC,Mean Monthly Air Temperatures (T),Satellite and Aerial Photos
UT,Agricultural Depletions-UT,METRIC,Mean Monthly Air Temperatures (T),US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,METRIC,Mean Monthly Air Temperatures (T),Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,METRIC,Mean Monthly Air Temperatures (T),MesoWest Stations
UT,Agricultural Depletions-UT,METRIC,Mean Monthly Air Temperatures (T),Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,METRIC,Mean Monthly Air Temperatures (T),Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,METRIC,Mean Monthly Air Temperatures (T),Ground Survey
UT,Agricultural Depletions-UT,METRIC,Monthly Percentage of Annual Daylight Hours (P),USGS Stream Gages
UT,Agricultural Depletions-UT,METRIC,Monthly Percentage of Annual Daylight Hours (P),UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,METRIC,Monthly Percentage of Annual Daylight Hours (P),PRISM
UT,Agricultural Depletions-UT,METRIC,Monthly Percentage of Annual Daylight Hours (P),National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,METRIC,Monthly Percentage of Annual Daylight Hours (P),Satellite and Aerial Photos
UT,Agricultural Depletions-UT,METRIC,Monthly Percentage of Annual Daylight Hours (P),US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,METRIC,Monthly Percentage of Annual Daylight Hours (P),Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,METRIC,Monthly Percentage of Annual Daylight Hours (P),MesoWest Stations
UT,Agricultural Depletions-UT,METRIC,Monthly Percentage of Annual Daylight Hours (P),Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,METRIC,Monthly Percentage of Annual Daylight Hours (P),Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,METRIC,Monthly Percentage of Annual Daylight Hours (P),Ground Survey
UT,Agricultural Depletions-UT,METRIC,Crop Type,USGS Stream Gages
UT,Agricultural Depletions-UT,METRIC,Crop Type,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,METRIC,Crop Type,PRISM
UT,Agricultural Depletions-UT,METRIC,Crop Type,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,METRIC,Crop Type,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,METRIC,Crop Type,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,METRIC,Crop Type,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,METRIC,Crop Type,MesoWest Stations
UT,Agricultural Depletions-UT,METRIC,Crop Type,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,METRIC,Crop Type,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,METRIC,Crop Type,Ground Survey
UT,Agricultural Depletions-UT,METRIC,Effective Precipitation,USGS Stream Gages
UT,Agricultural Depletions-UT,METRIC,Effective Precipitation,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,METRIC,Effective Precipitation,PRISM
UT,Agricultural Depletions-UT,METRIC,Effective Precipitation,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,METRIC,Effective Precipitation,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,METRIC,Effective Precipitation,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,METRIC,Effective Precipitation,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,METRIC,Effective Precipitation,MesoWest Stations
UT,Agricultural Depletions-UT,METRIC,Effective Precipitation,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,METRIC,Effective Precipitation,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,METRIC,Effective Precipitation,Ground Survey
UT,Agricultural Depletions-UT,METRIC,Irrigated Acreage,USGS Stream Gages
UT,Agricultural Depletions-UT,METRIC,Irrigated Acreage,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,METRIC,Irrigated Acreage,PRISM
UT,Agricultural Depletions-UT,METRIC,Irrigated Acreage,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,METRIC,Irrigated Acreage,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,METRIC,Irrigated Acreage,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,METRIC,Irrigated Acreage,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,METRIC,Irrigated Acreage,MesoWest Stations
UT,Agricultural Depletions-UT,METRIC,Irrigated Acreage,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,METRIC,Irrigated Acreage,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,METRIC,Irrigated Acreage,Ground Survey
UT,Agricultural Depletions-UT,METRIC,Water Supply,USGS Stream Gages
UT,Agricultural Depletions-UT,METRIC,Water Supply,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,METRIC,Water Supply,PRISM
UT,Agricultural Depletions-UT,METRIC,Water Supply,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,METRIC,Water Supply,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,METRIC,Water Supply,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,METRIC,Water Supply,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,METRIC,Water Supply,MesoWest Stations
UT,Agricultural Depletions-UT,METRIC,Water Supply,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,METRIC,Water Supply,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,METRIC,Water Supply,Ground Survey
UT,Agricultural Depletions-UT,METRIC,Agricultural Potential Consumptive Use-UT,USGS Stream Gages
UT,Agricultural Depletions-UT,METRIC,Agricultural Potential Consumptive Use-UT,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,METRIC,Agricultural Potential Consumptive Use-UT,PRISM
UT,Agricultural Depletions-UT,METRIC,Agricultural Potential Consumptive Use-UT,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,METRIC,Agricultural Potential Consumptive Use-UT,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,METRIC,Agricultural Potential Consumptive Use-UT,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,METRIC,Agricultural Potential Consumptive Use-UT,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,METRIC,Agricultural Potential Consumptive Use-UT,MesoWest Stations
UT,Agricultural Depletions-UT,METRIC,Agricultural Potential Consumptive Use-UT,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,METRIC,Agricultural Potential Consumptive Use-UT,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,METRIC,Agricultural Potential Consumptive Use-UT,Ground Survey
UT,Agricultural Depletions-UT,UT Consumptive Use Method,Irrigation Method,USGS Stream Gages
UT,Agricultural Depletions-UT,UT Consumptive Use Method,Irrigation Method,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,UT Consumptive Use Method,Irrigation Method,PRISM
UT,Agricultural Depletions-UT,UT Consumptive Use Method,Irrigation Method,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,UT Consumptive Use Method,Irrigation Method,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,UT Consumptive Use Method,Irrigation Method,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,UT Consumptive Use Method,Irrigation Method,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,UT Consumptive Use Method,Irrigation Method,MesoWest Stations
UT,Agricultural Depletions-UT,UT Consumptive Use Method,Irrigation Method,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,UT Consumptive Use Method,Irrigation Method,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,UT Consumptive Use Method,Irrigation Method,Ground Survey
UT,Agricultural Depletions-UT,UT Consumptive Use Method,Crop Irrigation Requirement,USGS Stream Gages
UT,Agricultural Depletions-UT,UT Consumptive Use Method,Crop Irrigation Requirement,UT Diversion Records from River Commissioners
