jL,cL,emL,pL,dsL
CA,Groundwater Extraction-CA,Applied Water Estimation Method,,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Groundwater Extraction-CA,Applied Water Estimation Method,,California Water Plan Update Data
CA,Groundwater Extraction-CA,Applied Water Estimation Method,,Local Agency Records
CA,Groundwater Extraction-CA,Applied Water Estimation Method,,California State Water Resources Control Board (SWRCB) Urban Water Supply Statistics
CA,Surface Water Diversions-CA,Applied Water Estimation Method,Operational Spill,Cal-SIMETAW Unit Values
CA,Surface Water Diversions-CA,Applied Water Estimation Method,Operational Spill,California Central Valley Simulation (C2VSim)
CA,Surface Water Diversions-CA,Applied Water Estimation Method,Operational Spill,CALSIM2
CA,Surface Water Diversions-CA,Applied Water Estimation Method,Operational Spill,California Agricultural Land and Water Use Estimates
CA,Surface Water Diversions-CA,Applied Water Estimation Method,Operational Spill,California Water Plan Portfolio
CA,Surface Water Diversions-CA,Applied Water Estimation Method,Operational Spill,CA Integrated Water Flow Model (IWFM)
CA,Surface Water Diversions-CA,Applied Water Estimation Method,Operational Spill,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Surface Water Diversions-CA,Applied Water Estimation Method,Operational Spill,CA DWR SGMA Data Viewer
CA,Surface Water Diversions-CA,Applied Water Estimation Method,Operational Spill,CALSIM 3
CA,Surface Water Diversions-CA,Applied Water Estimation Method,Operational Spill,CA DWR Water Data Library: Surface Water and Groundwater Data
CA,Surface Water Diversions-CA,Applied Water Estimation Method,Operational Spill,USBR Central Valley Project Refuge Water Delivery Data
CA,Surface Water Diversions-CA,Applied Water Estimation Method,Operational Spill,USGS Surface-Water Data for California
CA,Surface Water Diversions-CA,Applied Water Estimation Method,Operational Spill,CA DWR Bulletin 132: Management of the California State Water Project
CA,Surface Water Diversions-CA,Applied Water Estimation Method,Operational Spill,Existing Water Right Information from State Water Resources Control Board (SWRCB)
CA,Surface Water Diversions-CA,Applied Water Estimation Method,Operational Spill,USGS Publications
CA,Applied Water-CA,,,Cal-SIMETAW Unit Values
CA,Applied Water-CA,,,California Central Valley Simulation (C2VSim)
CA,Applied Water-CA,,,CALSIM2
CA,Applied Water-CA,,,California Agricultural Land and Water Use Estimates
CA,Applied Water-CA,,,California Water Plan Portfolio
CA,Applied Water-CA,,,CA DWR Land Use Surveys
CA,Applied Water-CA,,,SWRCB Water Conservation Portal
CA,Applied Water-CA,,,CA Integrated Water Flow Model (IWFM)
CA,Applied Water-CA,,,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Applied Water-CA,,,US Census Bureau
CA,Applied Water-CA,,,CA DWR SGMA Data Viewer
CA,Applied Water-CA,,,CA Agricultural Water Management Plans
CA,Applied Water-CA,,,CA DWR Demographic Data
CA,Applied Water-CA,,,CA DWR Irrigation Methods Survey
CA,Applied Water-CA,,,CA DWR Land Use Viewer
CA,Applied Water-CA,,,CA Urban Water Management Plans
CA,Applied Water-CA,,,California Department of Finance
CA,Applied Water-CA,,,California Pesticide Information Portal
CA,Applied Water-CA,,,USDA CropScape
CA,Applied Water-CA,,,USDA Natural Resources Conservation Service Geospatial Web Soil Survey
CA,Applied Water-CA,,,CA Integrated Water Flow Model (IWFM) Demand Calculator
CA,Applied Water-CA,,,California State Groundwater Elevation Monitoring (CASGEM)
CA,Applied Water-CA,,,National Land Cover Data Base (NLCD)
CA,Applied Water-CA,,,USDA County Ag Commissioner's Data Listing
CA,Applied Water-CA,,,Vegetation Condition Explorer (VegScape)
CA,Applied Water-CA,,,Water Use Classification of Landscape Species (WUCOLS)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Acreage by Crop Type,Cal-SIMETAW Unit Values
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Acreage by Crop Type,California Central Valley Simulation (C2VSim)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Acreage by Crop Type,CALSIM2
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Acreage by Crop Type,California Agricultural Land and Water Use Estimates
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Acreage by Crop Type,California Water Plan Portfolio
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Acreage by Crop Type,CA DWR Land Use Surveys
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Acreage by Crop Type,CA Integrated Water Flow Model (IWFM)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Acreage by Crop Type,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Acreage by Crop Type,CA DWR SGMA Data Viewer
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Acreage by Crop Type,CA Agricultural Water Management Plans
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Acreage by Crop Type,CA DWR Land Use Viewer
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Acreage by Crop Type,California Pesticide Information Portal
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Acreage by Crop Type,USDA CropScape
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Acreage by Crop Type,CA Integrated Water Flow Model (IWFM) Demand Calculator
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Acreage by Crop Type,California State Groundwater Elevation Monitoring (CASGEM)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Acreage by Crop Type,National Land Cover Data Base (NLCD)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Acreage by Crop Type,USDA County Ag Commissioner's Data Listing
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Acreage by Crop Type,Vegetation Condition Explorer (VegScape)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Acreage by Crop Type,Water Use Classification of Landscape Species (WUCOLS)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Acreage by Crop Type,CA Irrigation Training and Research Center (ITRC) Evapotranspiration Data
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Acreage by Crop Type,FAO 56 Chapter 6 Single Crop Coefficients (Kc)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Acreage by Crop Type,CA County Agricultural Commissioner Crop Reports
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Acreage by Crop Type,NOAA National Centers for Environmental Information - Climate Data Online
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Acreage by Crop Type,NOAA National Centers for Environmental Information - Climatological Data Publications
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Acreage by Crop Type,NWS Climate Prediction Center Evaporation
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Acreage by Crop Type,Spatial California Irrigation Management Information System (CIMIS)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Acreage by Crop Type,METRIC-Earth Engine Evapotranspiration Flux
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Acreage by Crop Type,USGS Basin Characterization Model
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Acreage by Crop Type,CA DWR Bulletin 113: Crop Water Use
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Acreage by Crop Type,MOD 16: MODIS Global Evapotranspiration Project
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Acreage by Crop Type,NOAA Office of Satellite and Product Operations ALEXI: Atmosphere-Land Exchange Inverse Model
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Acreage by Crop Type,North American Land Data Assimilation System (NLDAS-2)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Acreage by Crop Type,Operational Simplified Surface Energy Balance (SSEBop)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Acreage by Crop Type,TOPS-SIMS: Satellite Irrigation Management Support
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Irrigation Efficiency,Cal-SIMETAW Unit Values
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Irrigation Efficiency,California Central Valley Simulation (C2VSim)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Irrigation Efficiency,CALSIM2
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Irrigation Efficiency,California Agricultural Land and Water Use Estimates
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Irrigation Efficiency,California Water Plan Portfolio
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Irrigation Efficiency,CA DWR Land Use Surveys
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Irrigation Efficiency,CA Integrated Water Flow Model (IWFM)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Irrigation Efficiency,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Irrigation Efficiency,CA DWR SGMA Data Viewer
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Irrigation Efficiency,CA Agricultural Water Management Plans
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Irrigation Efficiency,CA DWR Land Use Viewer
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Irrigation Efficiency,California Pesticide Information Portal
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Irrigation Efficiency,USDA CropScape
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Irrigation Efficiency,CA Integrated Water Flow Model (IWFM) Demand Calculator
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Irrigation Efficiency,California State Groundwater Elevation Monitoring (CASGEM)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Irrigation Efficiency,National Land Cover Data Base (NLCD)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Irrigation Efficiency,USDA County Ag Commissioner's Data Listing
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Irrigation Efficiency,Vegetation Condition Explorer (VegScape)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Irrigation Efficiency,Water Use Classification of Landscape Species (WUCOLS)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Irrigation Efficiency,CA Irrigation Training and Research Center (ITRC) Evapotranspiration Data
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Irrigation Efficiency,FAO 56 Chapter 6 Single Crop Coefficients (Kc)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Irrigation Efficiency,CA County Agricultural Commissioner Crop Reports
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Irrigation Efficiency,NOAA National Centers for Environmental Information - Climate Data Online
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Irrigation Efficiency,NOAA National Centers for Environmental Information - Climatological Data Publications
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Irrigation Efficiency,NWS Climate Prediction Center Evaporation
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Irrigation Efficiency,Spatial California Irrigation Management Information System (CIMIS)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Irrigation Efficiency,METRIC-Earth Engine Evapotranspiration Flux
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Irrigation Efficiency,USGS Basin Characterization Model
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Irrigation Efficiency,CA DWR Bulletin 113: Crop Water Use
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Irrigation Efficiency,MOD 16: MODIS Global Evapotranspiration Project
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Irrigation Efficiency,NOAA Office of Satellite and Product Operations ALEXI: Atmosphere-Land Exchange Inverse Model
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Irrigation Efficiency,North American Land Data Assimilation System (NLDAS-2)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Irrigation Efficiency,Operational Simplified Surface Energy Balance (SSEBop)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Irrigation Efficiency,TOPS-SIMS: Satellite Irrigation Management Support
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Water Duty Rate by Crop,Cal-SIMETAW Unit Values
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Water Duty Rate by Crop,California Central Valley Simulation (C2VSim)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Water Duty Rate by Crop,CALSIM2
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Water Duty Rate by Crop,California Agricultural Land and Water Use Estimates
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Water Duty Rate by Crop,California Water Plan Portfolio
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Water Duty Rate by Crop,CA DWR Land Use Surveys
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Water Duty Rate by Crop,CA Integrated Water Flow Model (IWFM)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Water Duty Rate by Crop,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Water Duty Rate by Crop,CA DWR SGMA Data Viewer
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Water Duty Rate by Crop,CA Agricultural Water Management Plans
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Water Duty Rate by Crop,CA DWR Land Use Viewer
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Water Duty Rate by Crop,California Pesticide Information Portal
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Water Duty Rate by Crop,USDA CropScape
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Water Duty Rate by Crop,CA Integrated Water Flow Model (IWFM) Demand Calculator
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Water Duty Rate by Crop,California State Groundwater Elevation Monitoring (CASGEM)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Water Duty Rate by Crop,National Land Cover Data Base (NLCD)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Water Duty Rate by Crop,USDA County Ag Commissioner's Data Listing
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Water Duty Rate by Crop,Vegetation Condition Explorer (VegScape)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Water Duty Rate by Crop,Water Use Classification of Landscape Species (WUCOLS)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Water Duty Rate by Crop,CA Irrigation Training and Research Center (ITRC) Evapotranspiration Data
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Water Duty Rate by Crop,FAO 56 Chapter 6 Single Crop Coefficients (Kc)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Water Duty Rate by Crop,CA County Agricultural Commissioner Crop Reports
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Water Duty Rate by Crop,NOAA National Centers for Environmental Information - Climate Data Online
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Water Duty Rate by Crop,NOAA National Centers for Environmental Information - Climatological Data Publications
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Water Duty Rate by Crop,NWS Climate Prediction Center Evaporation
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Water Duty Rate by Crop,Spatial California Irrigation Management Information System (CIMIS)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Water Duty Rate by Crop,METRIC-Earth Engine Evapotranspiration Flux
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Water Duty Rate by Crop,USGS Basin Characterization Model
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Water Duty Rate by Crop,CA DWR Bulletin 113: Crop Water Use
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Water Duty Rate by Crop,MOD 16: MODIS Global Evapotranspiration Project
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Water Duty Rate by Crop,NOAA Office of Satellite and Product Operations ALEXI: Atmosphere-Land Exchange Inverse Model
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Water Duty Rate by Crop,North American Land Data Assimilation System (NLDAS-2)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Water Duty Rate by Crop,Operational Simplified Surface Energy Balance (SSEBop)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Water Duty Rate by Crop,TOPS-SIMS: Satellite Irrigation Management Support
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Crop Growth State Coefficient (Kc),Cal-SIMETAW Unit Values
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Crop Growth State Coefficient (Kc),California Central Valley Simulation (C2VSim)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Crop Growth State Coefficient (Kc),CALSIM2
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Crop Growth State Coefficient (Kc),California Agricultural Land and Water Use Estimates
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Crop Growth State Coefficient (Kc),California Water Plan Portfolio
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Crop Growth State Coefficient (Kc),CA DWR Land Use Surveys
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Crop Growth State Coefficient (Kc),CA Integrated Water Flow Model (IWFM)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Crop Growth State Coefficient (Kc),MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Crop Growth State Coefficient (Kc),CA DWR SGMA Data Viewer
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Crop Growth State Coefficient (Kc),CA Agricultural Water Management Plans
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Crop Growth State Coefficient (Kc),CA DWR Land Use Viewer
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Crop Growth State Coefficient (Kc),California Pesticide Information Portal
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Crop Growth State Coefficient (Kc),USDA CropScape
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Crop Growth State Coefficient (Kc),CA Integrated Water Flow Model (IWFM) Demand Calculator
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Crop Growth State Coefficient (Kc),California State Groundwater Elevation Monitoring (CASGEM)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Crop Growth State Coefficient (Kc),National Land Cover Data Base (NLCD)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Crop Growth State Coefficient (Kc),USDA County Ag Commissioner's Data Listing
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Crop Growth State Coefficient (Kc),Vegetation Condition Explorer (VegScape)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Crop Growth State Coefficient (Kc),Water Use Classification of Landscape Species (WUCOLS)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Crop Growth State Coefficient (Kc),CA Irrigation Training and Research Center (ITRC) Evapotranspiration Data
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Crop Growth State Coefficient (Kc),FAO 56 Chapter 6 Single Crop Coefficients (Kc)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Crop Growth State Coefficient (Kc),CA County Agricultural Commissioner Crop Reports
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Crop Growth State Coefficient (Kc),NOAA National Centers for Environmental Information - Climate Data Online
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Crop Growth State Coefficient (Kc),NOAA National Centers for Environmental Information - Climatological Data Publications
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Crop Growth State Coefficient (Kc),NWS Climate Prediction Center Evaporation
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Crop Growth State Coefficient (Kc),Spatial California Irrigation Management Information System (CIMIS)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Crop Growth State Coefficient (Kc),METRIC-Earth Engine Evapotranspiration Flux
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Crop Growth State Coefficient (Kc),USGS Basin Characterization Model
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Crop Growth State Coefficient (Kc),CA DWR Bulletin 113: Crop Water Use
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Crop Growth State Coefficient (Kc),MOD 16: MODIS Global Evapotranspiration Project
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Crop Growth State Coefficient (Kc),NOAA Office of Satellite and Product Operations ALEXI: Atmosphere-Land Exchange Inverse Model
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Crop Growth State Coefficient (Kc),North American Land Data Assimilation System (NLDAS-2)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Crop Growth State Coefficient (Kc),Operational Simplified Surface Energy Balance (SSEBop)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Crop Growth State Coefficient (Kc),TOPS-SIMS: Satellite Irrigation Management Support
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Reference Crop ET (ETo),Cal-SIMETAW Unit Values
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Reference Crop ET (ETo),California Central Valley Simulation (C2VSim)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Reference Crop ET (ETo),CALSIM2
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Reference Crop ET (ETo),California Agricultural Land and Water Use Estimates
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Reference Crop ET (ETo),California Water Plan Portfolio
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Reference Crop ET (ETo),CA DWR Land Use Surveys
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Reference Crop ET (ETo),CA Integrated Water Flow Model (IWFM)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Reference Crop ET (ETo),MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Reference Crop ET (ETo),CA DWR SGMA Data Viewer
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Reference Crop ET (ETo),CA Agricultural Water Management Plans
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Reference Crop ET (ETo),CA DWR Land Use Viewer
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Reference Crop ET (ETo),California Pesticide Information Portal
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Reference Crop ET (ETo),USDA CropScape
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Reference Crop ET (ETo),CA Integrated Water Flow Model (IWFM) Demand Calculator
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Reference Crop ET (ETo),California State Groundwater Elevation Monitoring (CASGEM)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Reference Crop ET (ETo),National Land Cover Data Base (NLCD)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Reference Crop ET (ETo),USDA County Ag Commissioner's Data Listing
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Reference Crop ET (ETo),Vegetation Condition Explorer (VegScape)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Reference Crop ET (ETo),Water Use Classification of Landscape Species (WUCOLS)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Reference Crop ET (ETo),CA Irrigation Training and Research Center (ITRC) Evapotranspiration Data
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Reference Crop ET (ETo),FAO 56 Chapter 6 Single Crop Coefficients (Kc)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Reference Crop ET (ETo),CA County Agricultural Commissioner Crop Reports
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Reference Crop ET (ETo),NOAA National Centers for Environmental Information - Climate Data Online
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Reference Crop ET (ETo),NOAA National Centers for Environmental Information - Climatological Data Publications
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Reference Crop ET (ETo),NWS Climate Prediction Center Evaporation
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Reference Crop ET (ETo),Spatial California Irrigation Management Information System (CIMIS)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Reference Crop ET (ETo),METRIC-Earth Engine Evapotranspiration Flux
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Reference Crop ET (ETo),USGS Basin Characterization Model
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Reference Crop ET (ETo),CA DWR Bulletin 113: Crop Water Use
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Reference Crop ET (ETo),MOD 16: MODIS Global Evapotranspiration Project
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Reference Crop ET (ETo),NOAA Office of Satellite and Product Operations ALEXI: Atmosphere-Land Exchange Inverse Model
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Reference Crop ET (ETo),North American Land Data Assimilation System (NLDAS-2)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Reference Crop ET (ETo),Operational Simplified Surface Energy Balance (SSEBop)
CA,Evapotranspiration-CA,Cal-SIMETAW Model,Reference Crop ET (ETo),TOPS-SIMS: Satellite Irrigation Management Support
CA,Evapotranspiration-CA,Water-Duty Based Approach,Acreage by Crop Type,Cal-SIMETAW Unit Values
CA,Evapotranspiration-CA,Water-Duty Based Approach,Acreage by Crop Type,California Central Valley Simulation (C2VSim)
CA,Evapotranspiration-CA,Water-Duty Based Approach,Acreage by Crop Type,CALSIM2
CA,Evapotranspiration-CA,Water-Duty Based Approach,Acreage by Crop Type,California Agricultural Land and Water Use Estimates
CA,Evapotranspiration-CA,Water-Duty Based Approach,Acreage by Crop Type,California Water Plan Portfolio
CA,Evapotranspiration-CA,Water-Duty Based Approach,Acreage by Crop Type,CA DWR Land Use Surveys
CA,Evapotranspiration-CA,Water-Duty Based Approach,Acreage by Crop Type,CA Integrated Water Flow Model (IWFM)
CA,Evapotranspiration-CA,Water-Duty Based Approach,Acreage by Crop Type,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Evapotranspiration-CA,Water-Duty Based Approach,Acreage by Crop Type,CA DWR SGMA Data Viewer
CA,Evapotranspiration-CA,Water-Duty Based Approach,Acreage by Crop Type,CA Agricultural Water Management Plans
CA,Evapotranspiration-CA,Water-Duty Based Approach,Acreage by Crop Type,CA DWR Land Use Viewer
CA,Evapotranspiration-CA,Water-Duty Based Approach,Acreage by Crop Type,California Pesticide Information Portal
CA,Evapotranspiration-CA,Water-Duty Based Approach,Acreage by Crop Type,USDA CropScape
