jL,cL,emL,pL,dsL
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Wind Run,Remote Automated Weather Stations (RAWS)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Wind Run,National Weather Service Stations
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Wind Run,National Climatic Data Center's Climatography of the United States No. 81
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Wind Run,Natural Resources Conservation Service Stations (NRCS)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Wind Run,US Bureau of Land Management (BLM)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Wind Run,WY Department of Environmental Quality (DEQ)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Wind Run,Wyoming State Engineer's Office Stations
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Wind Run,Wyoming Water Resources Data System (WRDS)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Wind Run,WY Diversion Records
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Climate Coefficient (kt),USGS Stream Gages
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Climate Coefficient (kt),PRISM
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Climate Coefficient (kt),National Oceanic and Atmospheric Administration Stations
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Climate Coefficient (kt),US Geological Survey (USGS)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Climate Coefficient (kt),SCS TR21
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Climate Coefficient (kt),Satellite and Aerial Photos
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Climate Coefficient (kt),Snotel Network of Weather Stations
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Climate Coefficient (kt),Remote Automated Weather Stations (RAWS)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Climate Coefficient (kt),National Weather Service Stations
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Climate Coefficient (kt),National Climatic Data Center's Climatography of the United States No. 81
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Climate Coefficient (kt),Natural Resources Conservation Service Stations (NRCS)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Climate Coefficient (kt),US Bureau of Land Management (BLM)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Climate Coefficient (kt),WY Department of Environmental Quality (DEQ)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Climate Coefficient (kt),Wyoming State Engineer's Office Stations
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Climate Coefficient (kt),Wyoming Water Resources Data System (WRDS)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Climate Coefficient (kt),WY Diversion Records
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Crop Growth State Coefficient (Kc),USGS Stream Gages
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Crop Growth State Coefficient (Kc),PRISM
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Crop Growth State Coefficient (Kc),National Oceanic and Atmospheric Administration Stations
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Crop Growth State Coefficient (Kc),US Geological Survey (USGS)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Crop Growth State Coefficient (Kc),SCS TR21
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Crop Growth State Coefficient (Kc),Satellite and Aerial Photos
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Crop Growth State Coefficient (Kc),Snotel Network of Weather Stations
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Crop Growth State Coefficient (Kc),Remote Automated Weather Stations (RAWS)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Crop Growth State Coefficient (Kc),National Weather Service Stations
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Crop Growth State Coefficient (Kc),National Climatic Data Center's Climatography of the United States No. 81
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Crop Growth State Coefficient (Kc),Natural Resources Conservation Service Stations (NRCS)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Crop Growth State Coefficient (Kc),US Bureau of Land Management (BLM)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Crop Growth State Coefficient (Kc),WY Department of Environmental Quality (DEQ)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Crop Growth State Coefficient (Kc),Wyoming State Engineer's Office Stations
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Crop Growth State Coefficient (Kc),Wyoming Water Resources Data System (WRDS)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Crop Growth State Coefficient (Kc),WY Diversion Records
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Mean Monthly Air Temperatures (T),USGS Stream Gages
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Mean Monthly Air Temperatures (T),PRISM
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Mean Monthly Air Temperatures (T),National Oceanic and Atmospheric Administration Stations
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Mean Monthly Air Temperatures (T),US Geological Survey (USGS)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Mean Monthly Air Temperatures (T),SCS TR21
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Mean Monthly Air Temperatures (T),Satellite and Aerial Photos
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Mean Monthly Air Temperatures (T),Snotel Network of Weather Stations
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Mean Monthly Air Temperatures (T),Remote Automated Weather Stations (RAWS)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Mean Monthly Air Temperatures (T),National Weather Service Stations
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Mean Monthly Air Temperatures (T),National Climatic Data Center's Climatography of the United States No. 81
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Mean Monthly Air Temperatures (T),Natural Resources Conservation Service Stations (NRCS)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Mean Monthly Air Temperatures (T),US Bureau of Land Management (BLM)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Mean Monthly Air Temperatures (T),WY Department of Environmental Quality (DEQ)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Mean Monthly Air Temperatures (T),Wyoming State Engineer's Office Stations
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Mean Monthly Air Temperatures (T),Wyoming Water Resources Data System (WRDS)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Mean Monthly Air Temperatures (T),WY Diversion Records
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Monthly Percentage of Annual Daylight Hours (P),USGS Stream Gages
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Monthly Percentage of Annual Daylight Hours (P),PRISM
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Monthly Percentage of Annual Daylight Hours (P),National Oceanic and Atmospheric Administration Stations
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Monthly Percentage of Annual Daylight Hours (P),US Geological Survey (USGS)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Monthly Percentage of Annual Daylight Hours (P),SCS TR21
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Monthly Percentage of Annual Daylight Hours (P),Satellite and Aerial Photos
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Monthly Percentage of Annual Daylight Hours (P),Snotel Network of Weather Stations
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Monthly Percentage of Annual Daylight Hours (P),Remote Automated Weather Stations (RAWS)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Monthly Percentage of Annual Daylight Hours (P),National Weather Service Stations
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Monthly Percentage of Annual Daylight Hours (P),National Climatic Data Center's Climatography of the United States No. 81
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Monthly Percentage of Annual Daylight Hours (P),Natural Resources Conservation Service Stations (NRCS)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Monthly Percentage of Annual Daylight Hours (P),US Bureau of Land Management (BLM)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Monthly Percentage of Annual Daylight Hours (P),WY Department of Environmental Quality (DEQ)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Monthly Percentage of Annual Daylight Hours (P),Wyoming State Engineer's Office Stations
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Monthly Percentage of Annual Daylight Hours (P),Wyoming Water Resources Data System (WRDS)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Monthly Percentage of Annual Daylight Hours (P),WY Diversion Records
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Crop Type,USGS Stream Gages
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Crop Type,PRISM
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Crop Type,National Oceanic and Atmospheric Administration Stations
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Crop Type,US Geological Survey (USGS)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Crop Type,SCS TR21
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Crop Type,Satellite and Aerial Photos
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Crop Type,Snotel Network of Weather Stations
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Crop Type,Remote Automated Weather Stations (RAWS)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Crop Type,National Weather Service Stations
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Crop Type,National Climatic Data Center's Climatography of the United States No. 81
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Crop Type,Natural Resources Conservation Service Stations (NRCS)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Crop Type,US Bureau of Land Management (BLM)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Crop Type,WY Department of Environmental Quality (DEQ)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Crop Type,Wyoming State Engineer's Office Stations
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Crop Type,Wyoming Water Resources Data System (WRDS)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Crop Type,WY Diversion Records
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Effective Precipitation,USGS Stream Gages
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Effective Precipitation,PRISM
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Effective Precipitation,National Oceanic and Atmospheric Administration Stations
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Effective Precipitation,US Geological Survey (USGS)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Effective Precipitation,SCS TR21
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Effective Precipitation,Satellite and Aerial Photos
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Effective Precipitation,Snotel Network of Weather Stations
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Effective Precipitation,Remote Automated Weather Stations (RAWS)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Effective Precipitation,National Weather Service Stations
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Effective Precipitation,National Climatic Data Center's Climatography of the United States No. 81
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Effective Precipitation,Natural Resources Conservation Service Stations (NRCS)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Effective Precipitation,US Bureau of Land Management (BLM)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Effective Precipitation,WY Department of Environmental Quality (DEQ)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Effective Precipitation,Wyoming State Engineer's Office Stations
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Effective Precipitation,Wyoming Water Resources Data System (WRDS)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Effective Precipitation,WY Diversion Records
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Irrigated Acreage,USGS Stream Gages
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Irrigated Acreage,PRISM
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Irrigated Acreage,National Oceanic and Atmospheric Administration Stations
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Irrigated Acreage,US Geological Survey (USGS)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Irrigated Acreage,SCS TR21
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Irrigated Acreage,Satellite and Aerial Photos
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Irrigated Acreage,Snotel Network of Weather Stations
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Irrigated Acreage,Remote Automated Weather Stations (RAWS)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Irrigated Acreage,National Weather Service Stations
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Irrigated Acreage,National Climatic Data Center's Climatography of the United States No. 81
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Irrigated Acreage,Natural Resources Conservation Service Stations (NRCS)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Irrigated Acreage,US Bureau of Land Management (BLM)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Irrigated Acreage,WY Department of Environmental Quality (DEQ)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Irrigated Acreage,Wyoming State Engineer's Office Stations
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Irrigated Acreage,Wyoming Water Resources Data System (WRDS)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Irrigated Acreage,WY Diversion Records
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Potential Consumptive Use,USGS Stream Gages
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Potential Consumptive Use,PRISM
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Potential Consumptive Use,National Oceanic and Atmospheric Administration Stations
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Potential Consumptive Use,US Geological Survey (USGS)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Potential Consumptive Use,SCS TR21
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Potential Consumptive Use,Satellite and Aerial Photos
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Potential Consumptive Use,Snotel Network of Weather Stations
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Potential Consumptive Use,Remote Automated Weather Stations (RAWS)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Potential Consumptive Use,National Weather Service Stations
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Potential Consumptive Use,National Climatic Data Center's Climatography of the United States No. 81
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Potential Consumptive Use,Natural Resources Conservation Service Stations (NRCS)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Potential Consumptive Use,US Bureau of Land Management (BLM)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Potential Consumptive Use,WY Department of Environmental Quality (DEQ)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Potential Consumptive Use,Wyoming State Engineer's Office Stations
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Potential Consumptive Use,Wyoming Water Resources Data System (WRDS)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Potential Consumptive Use,WY Diversion Records
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Supply Source,USGS Stream Gages
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Supply Source,PRISM
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Supply Source,National Oceanic and Atmospheric Administration Stations
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Supply Source,US Geological Survey (USGS)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Supply Source,SCS TR21
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Supply Source,Satellite and Aerial Photos
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Supply Source,Snotel Network of Weather Stations
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Supply Source,Remote Automated Weather Stations (RAWS)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Supply Source,National Weather Service Stations
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Supply Source,National Climatic Data Center's Climatography of the United States No. 81
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Supply Source,Natural Resources Conservation Service Stations (NRCS)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Supply Source,US Bureau of Land Management (BLM)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Supply Source,WY Department of Environmental Quality (DEQ)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Supply Source,Wyoming State Engineer's Office Stations
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Supply Source,Wyoming Water Resources Data System (WRDS)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Supply Source,WY Diversion Records
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Water Supply,USGS Stream Gages
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Water Supply,PRISM
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Water Supply,National Oceanic and Atmospheric Administration Stations
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Water Supply,US Geological Survey (USGS)
WY,Agricultural Consumptive Use-WY,WY Consumptive Use Method,Water Supply,SCS TR21
