jL,cL,emL,pL,dsL
CA,Applied Water Reuse/Recycled Water,Unknown,Unknown,CA Agricultural Water Management Plans
CA,Applied Water Reuse/Recycled Water,Unknown,Unknown,CA DWR Irrigation Methods Survey
CA,Applied Water Reuse/Recycled Water,Unknown,Unknown,CA DWR Land Use Surveys
CA,Applied Water Reuse/Recycled Water,Unknown,Unknown,CA Integrated Water Flow Model (IWFM)
CA,Applied Water Reuse/Recycled Water,Unknown,Unknown,CA Integrated Water Flow Model (IWFM) Demand Calculator
CA,Applied Water Reuse/Recycled Water,Unknown,Unknown,CA Recycled Water Data from Industrial Users
CA,Applied Water Reuse/Recycled Water,Unknown,Unknown,CA Urban Water Management Plans
CA,Applied Water Reuse/Recycled Water,Unknown,Unknown,Cal-SIMETAW Unit Values
CA,Applied Water Reuse/Recycled Water,Unknown,Unknown,California Agricultural Land and Water Use Estimates
CA,Applied Water Reuse/Recycled Water,Unknown,Unknown,California Central Valley Simulation (C2VSim)
CA,Applied Water Reuse/Recycled Water,Unknown,Unknown,California State Water Resources Control Board (SWRCB) Urban Water Supply Statistics
CA,Applied Water Reuse/Recycled Water,Unknown,Unknown,California Water Plan Portfolio
CA,Applied Water Reuse/Recycled Water,Unknown,Unknown,California Water Plan Update Data
CA,Applied Water Reuse/Recycled Water,Unknown,Unknown,CALSIM2
CA,Applied Water Reuse/Recycled Water,Unknown,Unknown,Existing Water Right Information from State Water Resources Control Board (SWRCB)
CA,Applied Water Reuse/Recycled Water,Unknown,Unknown,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Applied Water Reuse/Recycled Water,Unknown,Unknown,SWRCB Water Conservation Portal
CA,Change in Groundwater Storage,Central Valley Hydrologic Model (CVHM),Unknown,Unknown
CA,Change in Groundwater Storage,Change in Groundwater Level,Budget Zone Area,Unknown
CA,Change in Groundwater Storage,Change in Groundwater Level,Groundwater Elevation,Unknown
CA,Change in Groundwater Storage,Change in Groundwater Level,Specific Yield,California Central Valley Simulation (C2VSim)
CA,Change in Groundwater Storage,Mass Balance,Conveyance Seepage-CA,CA Integrated Water Flow Model (IWFM)
CA,Change in Groundwater Storage,Mass Balance,Conveyance Seepage-CA,California Agricultural Land and Water Use Estimates
CA,Change in Groundwater Storage,Mass Balance,Conveyance Seepage-CA,California Central Valley Simulation (C2VSim)
CA,Change in Groundwater Storage,Mass Balance,Conveyance Seepage-CA,California Water Plan Portfolio
CA,Change in Groundwater Storage,Mass Balance,Conveyance Seepage-CA,CALSIM2
CA,Change in Groundwater Storage,Mass Balance,Conveyance Seepage-CA,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Change in Groundwater Storage,Mass Balance,Groundwater Export-CA,CA Integrated Water Flow Model (IWFM)
CA,Change in Groundwater Storage,Mass Balance,Groundwater Export-CA,California Agricultural Land and Water Use Estimates
CA,Change in Groundwater Storage,Mass Balance,Groundwater Export-CA,California Central Valley Simulation (C2VSim)
CA,Change in Groundwater Storage,Mass Balance,Groundwater Export-CA,California Water Plan Portfolio
CA,Change in Groundwater Storage,Mass Balance,Groundwater Export-CA,CALSIM2
CA,Change in Groundwater Storage,Mass Balance,Groundwater Export-CA,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Change in Groundwater Storage,Mass Balance,Groundwater Extraction-CA,CA Integrated Water Flow Model (IWFM)
CA,Change in Groundwater Storage,Mass Balance,Groundwater Extraction-CA,California Agricultural Land and Water Use Estimates
CA,Change in Groundwater Storage,Mass Balance,Groundwater Extraction-CA,California Central Valley Simulation (C2VSim)
CA,Change in Groundwater Storage,Mass Balance,Groundwater Extraction-CA,California Water Plan Portfolio
CA,Change in Groundwater Storage,Mass Balance,Groundwater Extraction-CA,CALSIM2
CA,Change in Groundwater Storage,Mass Balance,Groundwater Extraction-CA,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Change in Groundwater Storage,Mass Balance,Groundwater Extraction-CA,Unknown
CA,Change in Groundwater Storage,Mass Balance,Lake Gain from Groundwater-CA,CA Integrated Water Flow Model (IWFM)
CA,Change in Groundwater Storage,Mass Balance,Lake Gain from Groundwater-CA,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Change in Groundwater Storage,Mass Balance,Lake Loss to Groundwater-CA,CA Integrated Water Flow Model (IWFM)
CA,Change in Groundwater Storage,Mass Balance,Lake Loss to Groundwater-CA,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Change in Groundwater Storage,Mass Balance,Managed Aquifer Recharge-CA,CA Integrated Water Flow Model (IWFM)
CA,Change in Groundwater Storage,Mass Balance,Managed Aquifer Recharge-CA,California Agricultural Land and Water Use Estimates
CA,Change in Groundwater Storage,Mass Balance,Managed Aquifer Recharge-CA,California Central Valley Simulation (C2VSim)
CA,Change in Groundwater Storage,Mass Balance,Managed Aquifer Recharge-CA,California Water Plan Portfolio
CA,Change in Groundwater Storage,Mass Balance,Managed Aquifer Recharge-CA,CALSIM2
CA,Change in Groundwater Storage,Mass Balance,Managed Aquifer Recharge-CA,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Change in Groundwater Storage,Mass Balance,Recharge of Applied Water-CA,CA Integrated Water Flow Model (IWFM)
CA,Change in Groundwater Storage,Mass Balance,Recharge of Applied Water-CA,California Agricultural Land and Water Use Estimates
CA,Change in Groundwater Storage,Mass Balance,Recharge of Applied Water-CA,California Central Valley Simulation (C2VSim)
CA,Change in Groundwater Storage,Mass Balance,Recharge of Applied Water-CA,California Water Plan Portfolio
CA,Change in Groundwater Storage,Mass Balance,Recharge of Applied Water-CA,CALSIM2
CA,Change in Groundwater Storage,Mass Balance,Recharge of Applied Water-CA,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Change in Groundwater Storage,Mass Balance,Recharge of Precipitation-CA,CA DWR SGMA Data Viewer
CA,Change in Groundwater Storage,Mass Balance,Recharge of Precipitation-CA,CA Integrated Water Flow Model (IWFM)
CA,Change in Groundwater Storage,Mass Balance,Recharge of Precipitation-CA,California Agricultural Land and Water Use Estimates
CA,Change in Groundwater Storage,Mass Balance,Recharge of Precipitation-CA,California Central Valley Simulation (C2VSim)
CA,Change in Groundwater Storage,Mass Balance,Recharge of Precipitation-CA,California Data Exchange Center (CDEC)
CA,Change in Groundwater Storage,Mass Balance,Recharge of Precipitation-CA,California Water Plan Portfolio
CA,Change in Groundwater Storage,Mass Balance,Recharge of Precipitation-CA,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Change in Groundwater Storage,Mass Balance,Recharge of Precipitation-CA,Unknown
CA,Change in Groundwater Storage,Mass Balance,Stored Water Extraction-CA,CA Integrated Water Flow Model (IWFM)
CA,Change in Groundwater Storage,Mass Balance,Stored Water Extraction-CA,California Agricultural Land and Water Use Estimates
CA,Change in Groundwater Storage,Mass Balance,Stored Water Extraction-CA,California Central Valley Simulation (C2VSim)
CA,Change in Groundwater Storage,Mass Balance,Stored Water Extraction-CA,California Water Plan Portfolio
CA,Change in Groundwater Storage,Mass Balance,Stored Water Extraction-CA,CALSIM2
CA,Change in Groundwater Storage,Mass Balance,Stored Water Extraction-CA,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Change in Groundwater Storage,Mass Balance,Stream Gain from Groundwater-CA,CA DWR SGMA Data Viewer
CA,Change in Groundwater Storage,Mass Balance,Stream Gain from Groundwater-CA,CA Integrated Water Flow Model (IWFM)
CA,Change in Groundwater Storage,Mass Balance,Stream Gain from Groundwater-CA,California Agricultural Land and Water Use Estimates
CA,Change in Groundwater Storage,Mass Balance,Stream Gain from Groundwater-CA,California Central Valley Simulation (C2VSim)
CA,Change in Groundwater Storage,Mass Balance,Stream Gain from Groundwater-CA,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Change in Groundwater Storage,Mass Balance,Stream Loss to Groundwater-CA,CA DWR SGMA Data Viewer
CA,Change in Groundwater Storage,Mass Balance,Stream Loss to Groundwater-CA,CA Integrated Water Flow Model (IWFM)
CA,Change in Groundwater Storage,Mass Balance,Stream Loss to Groundwater-CA,California Agricultural Land and Water Use Estimates
CA,Change in Groundwater Storage,Mass Balance,Stream Loss to Groundwater-CA,California Central Valley Simulation (C2VSim)
CA,Change in Groundwater Storage,Mass Balance,Stream Loss to Groundwater-CA,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Change in Groundwater Storage,Mass Balance,Subsurface Inflow-CA,CA DWR Bulletin 118: Groundwater Report
CA,Change in Groundwater Storage,Mass Balance,Subsurface Inflow-CA,CA DWR Water Data Library: Surface Water and Groundwater Data
CA,Change in Groundwater Storage,Mass Balance,Subsurface Inflow-CA,CA Integrated Water Flow Model (IWFM)
CA,Change in Groundwater Storage,Mass Balance,Subsurface Inflow-CA,California Agricultural Land and Water Use Estimates
CA,Change in Groundwater Storage,Mass Balance,Subsurface Inflow-CA,California Central Valley Simulation (C2VSim)
CA,Change in Groundwater Storage,Mass Balance,Subsurface Inflow-CA,California Data Exchange Center (CDEC)
CA,Change in Groundwater Storage,Mass Balance,Subsurface Inflow-CA,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Change in Groundwater Storage,Mass Balance,Subsurface Outflow-CA,CA DWR Bulletin 118: Groundwater Report
CA,Change in Groundwater Storage,Mass Balance,Subsurface Outflow-CA,CA DWR Water Data Library: Surface Water and Groundwater Data
CA,Change in Groundwater Storage,Mass Balance,Subsurface Outflow-CA,CA Integrated Water Flow Model (IWFM)
CA,Change in Groundwater Storage,Mass Balance,Subsurface Outflow-CA,California Agricultural Land and Water Use Estimates
CA,Change in Groundwater Storage,Mass Balance,Subsurface Outflow-CA,California Central Valley Simulation (C2VSim)
CA,Change in Groundwater Storage,Mass Balance,Subsurface Outflow-CA,California Data Exchange Center (CDEC)
CA,Change in Groundwater Storage,Mass Balance,Subsurface Outflow-CA,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Change in Groundwater Storage,Mass Balance,Total Groundwater System Inflow-CA,Unknown
CA,Change in Groundwater Storage,Mass Balance,Total Groundwater System Outflow-CA,Unknown
CA,Change in Groundwater Storage,USGS California Water Science Center - Groundwater Modeling,Unknown,Unknown
CA,Change in Land System Storage,Central Valley Hydrologic Model (CVHM),Unknown,Unknown
CA,Change in Land System Storage,Water Use Models,Change in Soil Moisture,Unknown
CA,Change in Surface Water Storage,Central Valley Hydrologic Model (CVHM),Unknown,Unknown
CA,Change in Surface Water Storage,Mass Balance,Lake Gain from Groundwater-CA,CA Integrated Water Flow Model (IWFM)
CA,Change in Surface Water Storage,Mass Balance,Lake Gain from Groundwater-CA,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Change in Surface Water Storage,Mass Balance,Lake Inflow from Streams-CA,CA Integrated Water Flow Model (IWFM)
CA,Change in Surface Water Storage,Mass Balance,Lake Inflow from Streams-CA,Center for Hydrometeorology and Remote Sensing Data Portal (CHRS)
CA,Change in Surface Water Storage,Mass Balance,Lake Inflow from Streams-CA,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Change in Surface Water Storage,Mass Balance,Lake Inflow from Streams-CA,Unknown
CA,Change in Surface Water Storage,Mass Balance,Lake Inflow from Streams-CA,USGS Surface-Water Data for California
CA,Change in Surface Water Storage,Mass Balance,Lake Loss to Groundwater-CA,CA Integrated Water Flow Model (IWFM)
CA,Change in Surface Water Storage,Mass Balance,Lake Loss to Groundwater-CA,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Change in Surface Water Storage,Mass Balance,Lake Outflow to Streams-CA,CA Integrated Water Flow Model (IWFM)
CA,Change in Surface Water Storage,Mass Balance,Lake Outflow to Streams-CA,Center for Hydrometeorology and Remote Sensing Data Portal (CHRS)
CA,Change in Surface Water Storage,Mass Balance,Lake Outflow to Streams-CA,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Change in Surface Water Storage,Mass Balance,Lake Outflow to Streams-CA,Unknown
CA,Change in Surface Water Storage,Mass Balance,Lake Outflow to Streams-CA,USGS Surface-Water Data for California
CA,Change in Total System Storage,Unknown,Unknown,Unknown
CA,Conveyance Evaporation,Evapotranspiration (ET) Rates,Evapotranspiration-CA,Cal-SIMETAW Unit Values
CA,Conveyance Evaporation,Mass Balance,Conveyance Seepage-CA,CA DWR Bulletin 132: Management of the California State Water Project
CA,Conveyance Evaporation,Mass Balance,Conveyance Seepage-CA,CA Integrated Water Flow Model (IWFM)
CA,Conveyance Evaporation,Mass Balance,Conveyance Seepage-CA,Cal-SIMETAW Unit Values
CA,Conveyance Evaporation,Mass Balance,Conveyance Seepage-CA,California Agricultural Land and Water Use Estimates
CA,Conveyance Evaporation,Mass Balance,Conveyance Seepage-CA,California Central Valley Simulation (C2VSim)
CA,Conveyance Evaporation,Mass Balance,Conveyance Seepage-CA,California Water Plan Portfolio
CA,Conveyance Evaporation,Mass Balance,Conveyance Seepage-CA,CALSIM2
CA,Conveyance Evaporation,Mass Balance,Conveyance Seepage-CA,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Conveyance Evaporation,Mass Balance,Conveyance Seepage-CA,USBR Central Valley Project Refuge Water Delivery Data
CA,Conveyance Evaporation,Mass Balance,Imported Water-CA,CA DWR Bulletin 132: Management of the California State Water Project
CA,Conveyance Evaporation,Mass Balance,Imported Water-CA,CA Integrated Water Flow Model (IWFM)
CA,Conveyance Evaporation,Mass Balance,Imported Water-CA,Cal-SIMETAW Unit Values
CA,Conveyance Evaporation,Mass Balance,Imported Water-CA,California Central Valley Simulation (C2VSim)
CA,Conveyance Evaporation,Mass Balance,Imported Water-CA,California Water Plan Portfolio
CA,Conveyance Evaporation,Mass Balance,Imported Water-CA,CALSIM2
CA,Conveyance Evaporation,Mass Balance,Imported Water-CA,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Conveyance Evaporation,Mass Balance,Imported Water-CA,Unknown
CA,Conveyance Evaporation,Mass Balance,Imported Water-CA,USBR Central Valley Project Refuge Water Delivery Data
CA,Conveyance Evaporation,Mass Balance,Surface Water Delivery-CA,CA DWR Bulletin 132: Management of the California State Water Project
CA,Conveyance Evaporation,Mass Balance,Surface Water Delivery-CA,CA Integrated Water Flow Model (IWFM)
CA,Conveyance Evaporation,Mass Balance,Surface Water Delivery-CA,Cal-SIMETAW Unit Values
CA,Conveyance Evaporation,Mass Balance,Surface Water Delivery-CA,California Agricultural Land and Water Use Estimates
CA,Conveyance Evaporation,Mass Balance,Surface Water Delivery-CA,California Central Valley Simulation (C2VSim)
CA,Conveyance Evaporation,Mass Balance,Surface Water Delivery-CA,California Water Plan Portfolio
CA,Conveyance Evaporation,Mass Balance,Surface Water Delivery-CA,CALSIM2
CA,Conveyance Evaporation,Mass Balance,Surface Water Delivery-CA,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Conveyance Evaporation,Mass Balance,Surface Water Delivery-CA,USBR Central Valley Project Refuge Water Delivery Data
CA,Conveyance Evaporation,Mass Balance,Surface Water Diversions-CA,CA DWR Bulletin 132: Management of the California State Water Project
CA,Conveyance Evaporation,Mass Balance,Surface Water Diversions-CA,CA Integrated Water Flow Model (IWFM)
CA,Conveyance Evaporation,Mass Balance,Surface Water Diversions-CA,Cal-SIMETAW Unit Values
CA,Conveyance Evaporation,Mass Balance,Surface Water Diversions-CA,California Agricultural Land and Water Use Estimates
CA,Conveyance Evaporation,Mass Balance,Surface Water Diversions-CA,California Central Valley Simulation (C2VSim)
CA,Conveyance Evaporation,Mass Balance,Surface Water Diversions-CA,California Water Plan Portfolio
CA,Conveyance Evaporation,Mass Balance,Surface Water Diversions-CA,CALSIM2
CA,Conveyance Evaporation,Mass Balance,Surface Water Diversions-CA,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Conveyance Evaporation,Mass Balance,Surface Water Diversions-CA,USBR Central Valley Project Refuge Water Delivery Data
CA,Conveyance Seepage,Estimate Conveyance Seepage Rate based on Canal Characteristics,Unknown,California Central Valley Simulation (C2VSim)
CA,Conveyance Seepage,Mass Balance,Imported Water-CA,CA DWR Bulletin 132: Management of the California State Water Project
CA,Conveyance Seepage,Mass Balance,Imported Water-CA,CA Integrated Water Flow Model (IWFM)
CA,Conveyance Seepage,Mass Balance,Imported Water-CA,Cal-SIMETAW Unit Values
CA,Conveyance Seepage,Mass Balance,Imported Water-CA,California Central Valley Simulation (C2VSim)
CA,Conveyance Seepage,Mass Balance,Imported Water-CA,California Water Plan Portfolio
CA,Conveyance Seepage,Mass Balance,Imported Water-CA,CALSIM2
CA,Conveyance Seepage,Mass Balance,Imported Water-CA,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Conveyance Seepage,Mass Balance,Imported Water-CA,Unknown
CA,Conveyance Seepage,Mass Balance,Imported Water-CA,USBR Central Valley Project Refuge Water Delivery Data
CA,Conveyance Seepage,Mass Balance,Surface Water Delivery-CA,CA DWR Bulletin 132: Management of the California State Water Project
CA,Conveyance Seepage,Mass Balance,Surface Water Delivery-CA,CA Integrated Water Flow Model (IWFM)
CA,Conveyance Seepage,Mass Balance,Surface Water Delivery-CA,Cal-SIMETAW Unit Values
CA,Conveyance Seepage,Mass Balance,Surface Water Delivery-CA,California Agricultural Land and Water Use Estimates
CA,Conveyance Seepage,Mass Balance,Surface Water Delivery-CA,California Central Valley Simulation (C2VSim)
CA,Conveyance Seepage,Mass Balance,Surface Water Delivery-CA,California Water Plan Portfolio
CA,Conveyance Seepage,Mass Balance,Surface Water Delivery-CA,CALSIM2
CA,Conveyance Seepage,Mass Balance,Surface Water Delivery-CA,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Conveyance Seepage,Mass Balance,Surface Water Delivery-CA,USBR Central Valley Project Refuge Water Delivery Data
CA,Conveyance Seepage,Mass Balance,Surface Water Diversions-CA,CA DWR Bulletin 132: Management of the California State Water Project
CA,Conveyance Seepage,Mass Balance,Surface Water Diversions-CA,CA Integrated Water Flow Model (IWFM)
CA,Conveyance Seepage,Mass Balance,Surface Water Diversions-CA,Cal-SIMETAW Unit Values
CA,Conveyance Seepage,Mass Balance,Surface Water Diversions-CA,California Agricultural Land and Water Use Estimates
CA,Conveyance Seepage,Mass Balance,Surface Water Diversions-CA,California Central Valley Simulation (C2VSim)
CA,Conveyance Seepage,Mass Balance,Surface Water Diversions-CA,California Water Plan Portfolio
CA,Conveyance Seepage,Mass Balance,Surface Water Diversions-CA,CALSIM2
CA,Conveyance Seepage,Mass Balance,Surface Water Diversions-CA,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Conveyance Seepage,Mass Balance,Surface Water Diversions-CA,USBR Central Valley Project Refuge Water Delivery Data
CA,Evapotranspiration,Cal-SIMETAW Model,Unknown,Cal-SIMETAW Unit Values
CA,Evapotranspiration,Crop Coefficient Approach,Crop Growth State Coefficient (Kc),FAO 56 Chapter 6 Single Crop Coefficients (Kc)
CA,Evapotranspiration,Crop Coefficient Approach,Reference Crop ET (ETo),CA Irrigation Training and Research Center (ITRC) Evapotranspiration Data
CA,Evapotranspiration,Crop Coefficient Approach,Reference Crop ET (ETo),Cal-SIMETAW Unit Values
CA,Evapotranspiration,Unknown,Unknown,CA Agricultural Water Management Plans
CA,Evapotranspiration,Unknown,Unknown,CA County Agricultural Commissioner Crop Reports
CA,Evapotranspiration,Unknown,Unknown,CA DWR Bulletin 113: Crop Water Use
CA,Evapotranspiration,Unknown,Unknown,CA DWR Land Use Surveys
CA,Evapotranspiration,Unknown,Unknown,CA DWR Land Use Viewer
CA,Evapotranspiration,Unknown,Unknown,CA DWR SGMA Data Viewer
CA,Evapotranspiration,Unknown,Unknown,CA Integrated Water Flow Model (IWFM)
CA,Evapotranspiration,Unknown,Unknown,CA Integrated Water Flow Model (IWFM) Demand Calculator
CA,Evapotranspiration,Unknown,Unknown,California Agricultural Land and Water Use Estimates
CA,Evapotranspiration,Unknown,Unknown,California Central Valley Simulation (C2VSim)
CA,Evapotranspiration,Unknown,Unknown,California Pesticide Information Portal
CA,Evapotranspiration,Unknown,Unknown,California State Groundwater Elevation Monitoring (CASGEM)
CA,Evapotranspiration,Unknown,Unknown,CALSIM2
CA,Evapotranspiration,Unknown,Unknown,Central Valley Hydrologic Model (CVHM)
CA,Evapotranspiration,Unknown,Unknown,METRIC-Earth Engine Evapotranspiration Flux
CA,Evapotranspiration,Unknown,Unknown,MOD 16: MODIS Global Evapotranspiration Project
CA,Evapotranspiration,Unknown,Unknown,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Evapotranspiration,Unknown,Unknown,National Land Cover Data Base (NLCD)
CA,Evapotranspiration,Unknown,Unknown,NOAA National Centers for Environmental Information - Climate Data Online
CA,Evapotranspiration,Unknown,Unknown,NOAA National Centers for Environmental Information - Climatological Data Publications
CA,Evapotranspiration,Unknown,Unknown,NOAA Office of Satellite and Product Operations ALEXI: Atmosphere-Land Exchange Inverse Model
CA,Evapotranspiration,Unknown,Unknown,North American Land Data Assimilation System (NLDAS-2)
CA,Evapotranspiration,Unknown,Unknown,NWS Climate Prediction Center Evaporation
CA,Evapotranspiration,Unknown,Unknown,USDA County Ag Commissioner's Data Listing
CA,Evapotranspiration,Unknown,Unknown,USDA CropScape
CA,Evapotranspiration,Unknown,Unknown,USGS Basin Characterization Model
CA,Evapotranspiration,Unknown,Unknown,Vegetation Condition Explorer (VegScape)
CA,Evapotranspiration,Unknown,Unknown,Water Use Classification of Landscape Species (WUCOLS)
CA,Groundwater Extraction,California Central Valley Simulation (C2VSim),Unknown,PRISM
CA,Groundwater Extraction,Central Valley Hydrologic Model (CVHM),Unknown,Unknown
CA,Groundwater Extraction,Unknown,Unknown,CA Previous Reports
CA,Imported Water,Applied Water Estimation Method,Operational Spill,Unknown
CA,Imported Water,California Central Valley Simulation (C2VSim),Unknown,PRISM
CA,Imported Water,Central Valley Hydrologic Model (CVHM),Unknown,Unknown
CA,Imported Water,Unknown,Unknown,CA DWR Bulletin 132: Management of the California State Water Project
CA,Imported Water,Unknown,Unknown,CA Integrated Water Flow Model (IWFM)
CA,Imported Water,Unknown,Unknown,CALSIM 3
CA,Imported Water,Unknown,Unknown,CALSIM2
CA,Imported Water,Unknown,Unknown,Existing Water Right Information from State Water Resources Control Board (SWRCB)
CA,Imported Water,Unknown,Unknown,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Imported Water,Unknown,Unknown,USGS Surface-Water Data for California
CA,Lake Evaporation,Evaporation Pan Method,Measured Pan Evaporation Rate,Unknown
CA,Lake Evaporation,Evaporation Pan Method,Pan Coefficient,Unknown
CA,Lake Evaporation,Evaporation Pan Method,Surface Area of Water Body,Unknown
CA,Lake Evaporation,Mass Transfer Equations,Mass Transfer Coefficient,Unknown
CA,Lake Evaporation,Mass Transfer Equations,Saturation Vapor Pressure ,Unknown
CA,Lake Evaporation,Mass Transfer Equations,Vapor Pressure,Unknown
CA,Lake Evaporation,Mass Transfer Equations,Wind Function,Unknown
CA,Lake Evaporation,Unknown,Unknown,CA County Agricultural Commissioner Crop Reports
CA,Lake Evaporation,Unknown,Unknown,CA Integrated Water Flow Model (IWFM)
CA,Lake Evaporation,Unknown,Unknown,California Water Plan Portfolio
CA,Lake Evaporation,Unknown,Unknown,CALSIM2
CA,Lake Evaporation,Unknown,Unknown,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Lake Evaporation,Unknown,Unknown,NOAA National Centers for Environmental Information - Climate Data Online
CA,Lake Evaporation,Unknown,Unknown,NOAA National Centers for Environmental Information - Climatological Data Publications
CA,Lake Evaporation,Unknown,Unknown,NWS Climate Prediction Center Evaporation
CA,Lake Gain from Groundwater,Darcy's Law,Bottom elevation of the lakebed sediments (Hlakebed bottom),Unknown
CA,Lake Gain from Groundwater,Darcy's Law,Distance between two points with known head (I),Unknown
CA,Lake Gain from Groundwater,Darcy's Law,Groundwater Level (Haquifer),Unknown
CA,Lake Gain from Groundwater,Darcy's Law,Surface area of lake (Al),Unknown
CA,Lake Gain from Groundwater,Darcy's Law,Vertical hydraulic conductivity of the surrounding aquifer (Kv),Unknown
CA,Lake Gain from Groundwater,Darcy's Law,Water level in lake (Hlake),Unknown
CA,Lake Gain from Groundwater,Darcy's Law,Wetted perimeter of lake multiplied by the average saturated thickness of aquifer around the lake (Awpl),Unknown
CA,Lake Gain from Groundwater,Flow Net Analysis,Flow through a vertical plane that extends beneath the shoreline of a surface water body (Q),Unknown
CA,Lake Gain from Groundwater,Flow Net Analysis,Horizontal hydraulic conductivity of the aquifer at the boundary (K),Unknown
CA,Lake Gain from Groundwater,Flow Net Analysis,Number of equipotential head drops over the area of interest (n),Unknown
CA,Lake Gain from Groundwater,Flow Net Analysis,Number of streamtubes across a flow net (M),Unknown
CA,Lake Gain from Groundwater,Flow Net Analysis,Total head drop across the area of interest (H),Unknown
CA,Lake Gain from Groundwater,Mass Balance,Change in Lake Storage,Unknown
CA,Lake Gain from Groundwater,Mass Balance,Lake Evaporation-CA,CA Integrated Water Flow Model (IWFM)
CA,Lake Gain from Groundwater,Mass Balance,Lake Evaporation-CA,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Lake Gain from Groundwater,Mass Balance,Lake Evaporation-CA,Unknown
CA,Lake Gain from Groundwater,Mass Balance,Lake Inflow from Streams-CA,CA Integrated Water Flow Model (IWFM)
